t,p,fittedValue,UpperBound,LowerBound
2000-12-08 08:00:00,8.893,11.7038207830746,13.0287912890447,10.3788502771045
2000-12-08 09:00:00,8.447,7.74898857274987,9.28001424825091,6.21796289724882
2000-12-08 10:00:00,8.134,8.14069812476945,9.56643561717506,6.71496063236385
2000-12-08 11:00:00,5.822,7.68471293200063,9.15239893734756,6.2170269266537
2000-12-08 12:00:00,4.139,5.0894701006513,6.97454446091341,3.20439574038919
2000-12-08 13:00:00,2.226,3.72258558252497,5.42781390997144,2.0173572550785
2000-12-08 14:00:00,4.146,1.80359020999388,3.35096681372293,0.256213606264832
2000-12-08 15:00:00,6.491,4.48903697550746,5.90291347742847,3.07516047358646
2000-12-08 16:00:00,6.277,6.60833665735475,8.03986990170245,5.17680341300704
2000-12-08 17:00:00,6.943,5.86931360532551,7.28494127041859,4.45368594023242
2000-12-08 18:00:00,11.018,6.81775973822829,8.28385737688088,5.35166209957569
2000-12-08 19:00:00,9.404,11.3585832635017,12.8484456748045,9.86872085219888
2000-12-08 20:00:00,9.244,8.42551810133773,9.8070270413096,7.04400916136586
2000-12-08 21:00:00,9.569,8.9154913539575,10.193280911894,7.63770179602103
2000-12-08 22:00:00,9.827,9.18202883481986,10.3763051097845,7.98775255985518
2000-12-08 23:00:00,11.264,9.42187054316152,10.5495112516421,8.29422983468091
2000-12-09 00:00:00,12.251,11.0449720709351,12.3916654293928,9.69827871247741
2000-12-09 01:00:00,10.589,11.823251373273,13.2173705908052,10.4291321557409
2000-12-09 02:00:00,9.448,9.70239510391619,11.3656188557342,8.03917135209817
2000-12-09 03:00:00,8.705,8.85910599653294,10.37798622735,7.34022576571587
2000-12-09 04:00:00,8.887,8.18586875647172,10.1144832038072,6.25725430913627
2000-12-09 05:00:00,9.907,8.55381043802012,10.5894546500824,6.51816622595785
2000-12-09 06:00:00,11.018,9.66028496446759,12.2978655962935,7.02270433264172
2000-12-09 07:00:00,12.594,10.7026200073688,13.1902086102325,8.21503140450508
